,preprocessing_without_emoticons,preprocessing_with_emoticons,class
11927,"['plane', 'bird', 'nah', 'lap', 'around', 'dam', 'lol']","['plane', 'bird', 'nah', 'lap', 'around', 'dam', 'lol']",2
11928,"['recession', 'everything', 'chasing', 'pussy', 'never', 'attractive']","['recession', 'everything', 'chasing', 'pussy', 'never', 'attractive', '!']",1
11929,"['sad', 'sad', 'day', 'bitch', 'loses', 'sponsor']","['sad', 'sad', 'day', 'bitch', 'loses', 'sponsor']",1
11930,"['small', 'world', 'hoe', 'make', 'smaller']","['small', 'world', 'hoe', 'make', 'smaller']",1
11931,"['almost', 'christmas', 'charlie', 'brown']","['almost', 'christmas', 'charlie', 'brown']",2
11932,"['basic', 'bitch', 'unite', 'around', 'part', 'laugh']","['basic', 'bitch', 'unite', 'around', 'part', '😂']",1
11933,"['beanie', 'weather', 'bitch']","['beanie', 'weather', 'bitch', '🌀']",1
11934,"['minute', 'since', 'chilled', 'like', 'use', 'hope', 'pussy', 'still', 'feel', 'like', 'use']","['minute', 'since', 'chilled', 'like', 'use', 'hope', 'pussy', 'still', 'feel', 'like', 'use']",1
11935,"['boner', 'sunday', 'bitch']","['boner', 'sunday', 'bitch']",1
11936,"['bout', 'time', 'feel', 'like', 'beening', 'hard', 'working', 'woman', 'stripper', 'hoe', 'night', 'judge', 'laugh']","['bout', 'time', 'feel', 'like', 'beening', 'hard', 'working', 'woman', 'stripper', 'hoe', 'night', 'judge', '💯', '😂']",1
11937,"['definitely', 'bitch', 'everything', 'life', 'ruled', 'money', 'moral', 'heartbreak']","['definitely', 'bitch', 'everything', 'life', 'ruled', 'money', 'moral', 'heartbreak']",1
11938,"['either', 'getting', 'pussy', 'one']","['either', 'getting', 'pussy', 'one']",1
11939,"['fact', 'male', 'brain', 'cannot', 'always', 'hear', 'high', 'pitched', 'voice', 'woman', 'bitch', 'get', 'mad', 'really', 'hear']","['fact', 'male', 'brain', 'cannot', 'always', 'hear', 'high', 'pitched', 'voice', 'woman', 'bitch', 'get', 'mad', 'really', 'hear', '!', '!']",1
11940,"['funny', 'female', 'want', 'called', 'bitch', 'put', 'word', 'bad', 'front', 'happy', 'af']","['funny', 'female', 'want', 'called', 'bitch', 'put', 'word', 'bad', 'front', 'happy', 'af']",1
11941,"['funny', 'girl', 'cry', 'nude', 'ig', 'like', 'bitch', 'sending', 'nude', 'begin']","['funny', 'girl', 'cry', 'nude', 'IG', 'like', 'bitch', 'sending', 'nude', 'begin']",1
11942,"['funny', 'swaggot', 'white', 'boy', 'wanna', 'act', 'like', 'ballin', 'till', 'come', 'time', 'tip', 'sad', 'as', 'cracker']","['funny', 'swaggot', 'white', 'boy', 'wanna', 'act', 'like', 'ballin', 'till', 'come', 'time', 'tip', 'sad', 'as', 'cracker']",1
11943,"['funny', 'u', 'get', 'black', 'female', 'mad', 'start', 'acting', 'ghetto', 'bitch']","['funny', 'u', 'get', 'black', 'female', 'mad', 'start', 'acting', 'ghetto', 'bitch']",1
11944,"['going', 'going', 'going', 'lil', 'bitch']","['going', 'going', 'going', 'lil', 'bitch']",1
11945,"['gonna', 'long', 'season', 'yankee', 'simulation', 'right']","['gonna', 'long', 'season', 'yankee', 'simulation', 'right']",2
11946,"['hard', 'real', 'nigga', 'nigga', 'got', 'bitch', 'tendency']","['hard', 'real', 'nigga', 'nigga', 'got', 'bitch', 'tendency']",1
11947,"['hard', 'getting', 'bitch', 'hood', 'suck', 'dick', 'camerashe', 'swear', 'everybody', 'know', 'hate', 'light']","['hard', 'getting', 'bitch', 'hood', 'suck', 'dick', 'camerashe', 'swear', 'EVERYBODY', 'know', 'hate', 'light']",1
11948,"['hilarious', 'seeing', 'chick', 'cry', 'whine', 'song', 'lyric', 'got', 'little', 'scene', 'fag', 'instead', 'real', 'man', 'laugh', 'laugh', 'laugh']","['hilarious', 'seeing', 'chick', 'cry', 'whine', 'song', 'lyric', 'got', 'little', 'scene', 'fag', 'instead', 'real', 'man', '😂', '😂', '😂']",1
11949,"['hot', 'allergy', 'killing', 'feel', 'like', 'little', 'bitch', 'laugh']","['hot', 'allergy', 'killing', '😩', 'feel', 'like', 'little', 'bitch', '😂']",1
11950,"['iguana', 'bitch', 'n', 'er', 'thing']","['iguana', 'bitch', 'n', 'er', 'thing']",1
11951,[],['!'],2
11952,"['kind', 'funny', 'people', 'tell', 'seen', 'year', 'like', 'home', 'bitch']","['kind', 'funny', 'people', 'tell', 'seen', 'year', 'like', 'home', 'bitch']",1
11953,"['lame', 'buy', 'clothes', 'look', 'like', 'real', 'military', 'clothing', 'wear', 'make', 'fun', 'star', 'bitch']","['lame', 'buy', 'clothes', 'look', 'like', 'real', 'military', 'clothing', 'wear', 'make', 'fun', 'star', 'bitch']",1
11954,"['level', 'bitch', 'fuck', 'nigga', 'cause', 'like', 'red', 'bottom', 'afford', 'nigga', 'got', 'benz', 'riding', 'honda', 'accord']","['level', 'bitch', 'fuck', 'nigga', 'cause', 'like', 'red', 'bottom', 'afford', 'nigga', 'got', 'benz', 'riding', 'honda', 'accord']",0
11955,"['like', 'zero', 'bitch', 'nap', 'gon', 'stick', 'yo', 'side', 'fall']","['like', 'zero', 'bitch', 'nap', 'gon', 'stick', 'yo', 'side', 'fall', '💯']",1
11956,"['moes', 'monday', 'ten', 'ten', 'ten', 'twenty', 'yo', 'titty', 'bitch']","['moes', 'monday', 'ten', 'ten', 'ten', 'twenty', 'yo', 'titty', 'bitch']",1
11957,"['money', 'bitch', 'even', 'though', 'love', 'lady']","['money', 'bitch', 'even', 'though', 'love', 'lady']",1
11958,"['main', 'bitch', 'st', 'ayyyeee', 'happy', 'birthday', 'babbbyyy']","['main', 'bitch', 'st', 'ayyyeee', 'happy', 'birthday', 'babbbyyy', '!', '!']",1
11959,"['man', 'birthday', 'big', 'booty', 'bitch', 'show', 'love', 'laugh']","['man', 'birthday', '!', '!', '!', 'big', 'booty', 'bitch', 'show', 'love', '😂']",1
11960,"['wonder', 'titanium', 'ankle', 'killing', 'woo', 'retarded', 'winter', 'weather']","['wonder', 'titanium', 'ankle', 'killing', 'woo', 'retarded', 'winter', 'weather', '!']",1
11961,"['pear', 'bitch', 'pear']","['pear', 'bitch', 'PEAR']",1
11962,"['unique', 'ghetto', 'hell']","['unique', 'ghetto', 'hell']",1
11963,"['sin', 'interchangeable', 'bezel', 'bitch', 'screw', 'back']","['sin', 'interchangeable', 'bezel', 'bitch', 'screw', 'back']",1
11964,"['often', 'see', 'word', 'disingenuous', 'egregious', 'cunt', 'filth', 'one', 'sentence', 'properly', 'used']","['often', 'see', 'word', 'disingenuous', 'egregious', 'cunt', 'filth', 'one', 'sentence', 'properly', 'used']",1
11965,"['official', 'leave', 'america', 'january', 'rd', 'see', 'ya', 'bitch', 'february', 'fun', 'winter']","['official', 'leave', 'america', 'january', 'rd', 'see', 'ya', 'bitch', 'february', 'fun', 'winter']",1
11966,"['ok', 'tell', 'nigga', 'trash', 'feature', 'never', 'happen', 'fam']","['ok', 'tell', 'nigga', 'trash', 'feature', 'never', 'happen', 'fam']",1
11967,"['one', 'thing', 'hoe', 'ratchet', 'hoe', 'bitch', 'please', 'take', 'seat']","['one', 'thing', 'hoe', 'ratchet', 'hoe', 'bitch', 'please', 'take', 'seat']",1
11968,"['12', 'pour', 'pineapple', 'ciroc', 'blast', 'future', 'mixtape', 'maximum', 'level', 'bitch', 'im', 'vega']","['12', 'AM', 'pour', 'pineapple', 'ciroc', 'blast', 'future', 'mixtape', 'maximum', 'level', 'bitch', 'im', 'vega']",1
11969,"['real', 'bitch', 'know']","['real', 'bitch', 'know']",1
11970,"['b', 'day', 'bitch']","['b', 'day', 'bitch', '!', '!', '!', '😜', '😜']",1
11971,"['pretty', 'much', 'confirmed', 'best', 'bitch', 'face', 'planet']","['pretty', 'much', 'confirmed', 'BEST', 'bitch', 'face', 'planet']",1
11972,"['really', 'bitch', 'trying', 'make', 'difference', 'someone', 'else', 'intentionally', 'make', 'point', 'make', 'feel', 'like', 'shit']","['really', 'bitch', 'trying', 'make', 'difference', 'someone', 'else', 'intentionally', 'make', 'point', 'make', 'feel', 'like', 'shit']",1
11973,"['scheduled', 'already', 'tho', 'one', 'tweet', 'got', 'making', 'fun']","['scheduled', 'already', 'tho', 'one', 'tweet', 'got', 'making', 'fun']",1
11974,"['scientifically', 'proven', 'one', 'cry', 'least', 'watching', 'charlie', 'st', 'cloud']","['scientifically', 'proven', 'one', 'cry', 'least', 'watching', 'charlie', 'st', 'cloud']",2
11975,"['scary', 'hoe', 'annabella', 'everything', 'act', 'like', 'laugh']","['scary', 'hoe', 'annabella', 'everything', 'act', 'like', '😂']",1
11976,"['shady', 'bitch', 'talk', 'guy', 'w', 'girlfriend', 'disrespectful', 'another', 'girl']","['shady', 'bitch', 'talk', 'guy', 'w', 'girlfriend', 'disrespectful', 'another', 'girl']",0
11977,"['still', 'spring', 'bitch']","['still', 'spring', 'bitch']",1
11978,"['still', 'going', 'gonna', 'start', 'singing', 'cause', 'nigga', 'got', 'hoe']","['still', 'going', 'gonna', 'start', 'singing', 'cause', 'nigga', 'got', 'hoe']",1
11979,"['stuff', 'like', 'make', 'black', 'people', 'look', 'retarded', 'expressing', 'stupidity']","['stuff', 'like', 'make', 'black', 'people', 'look', 'retarded', 'expressing', 'stupidity']",2
11980,"['summer', 'bitch']","['summer', 'bitch', '💋', '🌺', '🌞', '💄', '💎']",1
11981,"['summer', 'bitch']","['summer', 'bitch']",1
11982,"['st', 'century', 'lady', 'spoil', 'man', 'snotty', 'stuck', 'bitch']","['st', 'century', 'lady', 'SPOIL', 'YOUR', 'MAN', 'snotty', 'stuck', 'bitch']",1
11983,"['hillbilly', 'thought', 'ever', 'thing', 'way', 'one', 'time', 'one', 'audience', 'therefore', 'must', 'way', 'always']","['hillbilly', 'thought', 'ever', 'thing', 'way', 'ONE', 'TIME', 'ONE', 'AUDIENCE', 'therefore', 'must', 'way', 'always']",2
11984,"['dyke', 'chick', 'cut', 'hair', 'barbershop', 'look', 'like', 'future']","['dyke', 'chick', 'cut', 'hair', 'barbershop', 'look', 'like', 'future']",0
11985,"['hoe', 'pic', 'looking', 'got', 'as', 'pic', 'got', 'son', 'hoe', 'crazy']","['hoe', 'pic', 'looking', 'got', 'as', 'pic', 'got', 'son', 'hoe', 'crazy']",1
11986,"['throw', 'throat', 'thursday', 'make', 'ghetto', 'gaggler']","['throw', 'throat', 'thursday', 'make', 'ghetto', 'gaggler']",1
11987,"['time', 'mock', 'halftime', 'america', 'bout', 'wake', 'america', 'radical', 'leftist', 'running', 'country']","['time', 'mock', 'halftime', 'america', 'bout', 'wake', 'america', 'radical', 'leftist', 'running', 'country']",0
11988,"['many', 'hoe', 'tryna', 'act', 'like', 'wifey', 'type']","['many', 'hoe', 'tryna', 'act', 'like', 'wifey', 'type']",1
11989,"['early', 'talk', 'eating', 'pussy', 'ate', 'as', 'week']","['early', 'talk', 'eating', 'pussy', 'ate', 'as', 'week']",1
11990,"['unbelievable', 'american', 'refused', 'kill', 'okies', 'mean', 'american', 'weak', 'willed', 'trash']","['unbelievable', 'american', 'refused', 'kill', 'okies', 'mean', 'american', 'weak', 'willed', 'trash']",0
11991,"['weird', 'miss', 'robertson', 'screwdriver', 'toque', 'mickey', 'ten', 'canadianisms', 'via']","['weird', 'miss', 'robertson', 'screwdriver', 'toque', 'mickey', 'ten', 'canadianisms', 'via']",2
11992,"['wifey', 'bitch', 'money', 'cuz', 'money', 'nothing', 'life', 'blur', 'way', 'go']","['wifey', 'bitch', 'money', 'cuz', 'money', 'nothing', 'life', 'blur', 'way', 'go']",1
11993,"['winter', 'bitch']","['winter', 'bitch']",1
11994,"['training', 'charlie', 'brown']","['training', 'charlie', 'brown', '!']",2
11995,"['brittany', 'bitch']","['brittany', 'bitch']",1
11996,"['bitch', 'living', 'country', 'two', 'choice', 'president', 'fifty', 'choice', 'miss', 'america']","['bitch', 'living', 'country', 'two', 'choice', 'president', 'fifty', 'choice', 'miss', 'america']",1
11997,"['million', 'bad', 'bitch', 'world', 'stucc', 'stupid']","['million', 'bad', 'bitch', 'world', 'stucc', 'stupid']",1
11998,"['problem', 'bitch', 'ya', 'better', 'follow', 'give', 'ya', 'dick', 'lottery']","['problem', 'bitch', 'ya', 'better', 'follow', 'give', 'ya', 'dick', 'lottery']",1
11999,"['bros', 'ovum', 'hoe', 'wifey', 'come', 'ya', 'bros']","['bros', 'ovum', 'hoe', 'wifey', 'come', 'ya', 'bros']",1
12000,"['cool', 'str', 'know', 'got', 'wrong', 'bitch', 'understand']","['cool', 'str', 'know', 'got', 'WRONG', 'bitch', 'understand', '!']",1
12001,"['crazy', 'hoe', 'ken', 'folk', 'im', 'talking', 'friend', 'family']","['crazy', 'hoe', 'ken', 'folk', 'im', 'talking', 'friend', 'family']",1
12002,"['feeling', 'like', 'wintertime', 'bitch']","['feeling', 'like', 'wintertime', 'bitch']",1
12003,"['funny', 'bitch', 'nag', 'jus', 'mad', 'cant']","['funny', 'bitch', 'nag', 'jus', 'mad', 'cant']",1
12004,"['funny', 'hoe', 'texting', 'yo', 'phone', 'day', 'day', 'later', 'boyfriend', 'laugh']","['funny', 'hoe', 'texting', 'yo', 'phone', 'day', 'day', 'later', 'boyfriend', '😂']",1
12005,"['gorg', 'bitch', 'think', 'june', 'something']","['gorg', '!', 'bitch', 'think', 'june', 'something']",1
12006,"['hotter', 'fast', 'bitch', 'thigh', 'rubbing', 'together', 'running', 'marathon']","['hotter', 'fast', 'bitch', 'thigh', 'rubbing', 'together', 'running', 'marathon']",1
12007,"['like', 'u', 'want', 'sideline', 'hoe', 'dat', 'shid', 'aint', 'nvr', 'finna', 'happin', 'well', 'living', 'fuck', 'dat', 'rather', 'say', 'fuck', 'u']","['like', 'u', 'want', 'sideline', 'hoe', 'dat', 'shid', 'aint', 'nvr', 'finna', 'happin', 'well', 'living', 'fuck', 'dat', 'rather', 'say', 'fuck', 'u']",1
12008,"['always', 'good', 'hater', 'sometimes', 'stupid', 'bitch']","['always', 'good', 'hater', 'sometimes', 'stupid', 'bitch']",1
12009,"['nt', 'hate', 'bitch', 'hate', 'shot']","['nt', 'hate', 'bitch', 'hate', 'shot']",1
12010,"['obvious', 'bitch', 'still', 'immature', 'havent', 'let', 'go', 'past', 'yet', 'face', 'fucked', 'good', 'thing']","['obvious', 'bitch', 'still', 'immature', 'havent', 'let', 'go', 'past', 'yet', 'face', 'fucked', 'good', 'thing']",1
12011,"['okay', 'smash', 'one', 'homeboy', 'bitch', 'girl', 'long', 'tell', 'afterwards']","['okay', 'smash', 'one', 'homeboy', 'bitch', 'girl', 'long', 'tell', 'afterwards']",1
12012,"['many', 'bitch', 'n', 'friend', 'like', 'one', 'nigga', 'nigga', 'still', 'kiss']","['many', 'bitch', 'n', 'friend', 'like', 'one', 'nigga', 'nigga', 'still', '😩', '😍', '😘', '💛', '💙', '💏']",1
12013,"['suppose', 'yellow', 'dont', 'yellow']","['suppose', 'yellow', 'dont', 'yellow', '🍍', '😈', '👿', '👿', '😈', '👿', '👿', '👿']",2
12014,"['nature', 'bird', 'let', 'one', 'eatnext', 'thing', 'know', 'invited', 'entire', 'ecosystem', 'shit', 'car']","['NATURE', 'bird', 'YOU', 'LET', 'ONE', 'eatnext', 'thing', 'know', 'invited', 'entire', 'ecosystem', 'shit', 'car']",1
12015,"['early', 'bullshit', 'fuck', 'yall', 'hoe', 'lmfao']","['early', 'bullshit', 'fuck', 'yall', 'hoe', 'lmfao']",1
12016,"['true', 'though', 'lol', 'girl', 'think', 'make', 'pussy', 'jump', 'aint', 'shit', 'brah', 'lls']","['true', 'though', 'lol', 'girl', 'think', 'make', 'pussy', 'jump', 'aint', 'shit', 'brah', 'lls']",1
12017,"['uno', 'shawty', 'id', 'drop', 'imaginary', 'hoe']","['uno', 'shawty', 'id', 'drop', 'imaginary', 'hoe']",1
12018,"['wayyy', 'going', 'u', 'pushing', 'yo', 'trash', 'as', 'music', 'right']","['wayyy', 'going', 'u', 'pushing', 'yo', 'trash', 'as', 'music', 'right']",1
12019,"['call', 'nicca', 'tell', 'female', 'another', 'man', 'got', 'mad', 'girl', 'throwin', 'salt', 'man', 'gay', 'straight']","['call', 'nicca', 'tell', 'female', 'another', 'man', 'got', 'mad', 'girl', 'throwin', 'salt', 'man', 'gay', 'straight']",1
12020,"['ya', 'boi', 'popsley', 'da', 'ar', 'aka', 'real', 'meek', 'mill', 'earth', 'first', 'pussy']","['ya', 'boi', 'popsley', 'da', 'ar', 'aka', 'real', 'meek', 'mill', 'earth', 'first', 'pussy']",1
12021,"['iv', 'decided', 'grow', 'hair', 'aint', 'braiding', 'tho', 'straight', 'curl', 'dis', 'bitch']","['iv', 'decided', 'grow', 'hair', 'aint', 'braiding', 'tho', 'straight', 'curl', 'dis', 'bitch', '!']",1
12022,"['ive', 'got', 'best', 'friend', 'functioning', 'retard', 'could']","['ive', 'got', 'best', 'friend', 'functioning', 'retard', 'could']",1
12023,"['ive', 'never', 'seen', 'part', 'pussy', 'town', 'lolololol', 'end', 'song', 'thoo']","['ive', 'never', 'seen', 'part', 'pussy', 'town', 'lolololol', 'end', 'song', 'thoo']",1
12024,"['jj', 'watt', 'grown', 'man', 'shit', 'night', 'let', 'u', 'get']","['JJ', 'watt', 'grown', 'man', 'shit', 'night', 'let', 'u', 'get']",1
12025,"['jada', 'fire', 'never', 'dropped', 'talking', 'imaginary', 'hoe']","['jada', 'fire', 'never', 'dropped', 'talking', 'imaginary', 'hoe']",1
12026,"['jai', 'may', 'make', 'appearance', 'party', 'love', 'fag']","['jai', 'may', 'make', 'appearance', 'party', 'love', 'fag']",0
12027,"['jais', 'hate', 'jay', 'completely', 'irrational', 'hahaha', 'still', 'love', 'jai', 'though', 'need', 'someone', 'called', 'faggot', 'call', 'someone', 'fag']","['jais', 'hate', 'jay', 'completely', 'irrational', 'hahaha', 'still', 'love', 'jai', 'though', 'need', 'someone', 'called', 'faggot', 'call', 'someone', 'fag']",1
12028,"['jaime', 'dont', 'make', 'look', 'like', 'bitch', 'lmao']","['jaime', 'dont', 'make', 'look', 'like', 'bitch', 'lmao']",1
12029,"['jake', 'gettin', 'da', 'bitch', 'rn']","['jake', 'gettin', 'da', 'bitch', 'rn']",1
12030,"['jamaica', 'populated', 'island', 'hillbilly', 'even', 'linguistics', 'kind', 'sub', 'accent', 'olde', 'english', 'derivative']","['jamaica', 'populated', 'island', 'hillbilly', 'even', 'linguistics', 'kind', 'sub', 'accent', 'olde', 'english', 'derivative']",2
12031,"['jameis', 'winston', 'got', 'benched', 'standing', 'table', 'saying', 'fuck', 'right', 'pussy', 'irony', 'deep', 'use', 'shovel']","['jameis', 'winston', 'got', 'benched', 'standing', 'table', 'saying', 'fuck', 'right', 'pussy', 'irony', 'deep', 'use', 'shovel']",1
12032,"['jameis', 'tweet', 'fuck', 'right', 'pussy']","['jameis', 'tweet', 'fuck', 'right', 'pussy']",1
12033,"['james', 'biggest', 'bitch', 'basketball', 'swear', 'fuckin', 'cramp', 'seriously']","['james', 'biggest', 'bitch', 'basketball', 'swear', 'fuckin', 'cramp', 'seriously']",1
12034,"['jammin', 'sad', 'song', 'smoking', 'square', 'thinking', 'bout', 'bitch']","['jammin', 'sad', 'song', 'smoking', 'square', 'thinking', 'bout', 'bitch']",1
12035,"['japanese', 'babe', 'maria', 'ozawa', 'get', 'asian', 'pussy', 'fucked', 'hard']","['japanese', 'babe', 'maria', 'ozawa', 'get', 'asian', 'pussy', 'fucked', 'hard']",1
12036,"['japanese', 'mature', 'cat', 'spot', 'old', 'pussy', 'split', 'wide', 'filled', 'hard', 'cock']","['japanese', 'mature', 'cat', 'spot', 'old', 'pussy', 'split', 'wide', 'filled', 'hard', 'cock']",1
12037,"['japanese', 'teen', 'trimmed', 'pussy', 'toyed', 'green', 'vibrator']","['japanese', 'teen', 'trimmed', 'pussy', 'toyed', 'green', 'vibrator']",1
12038,"['jason', 'admitted', 'stuck', 'bitch', 'lol', 'think', 'much', 'better', 'everycunt', 'naaa']","['jason', 'admitted', 'stuck', 'bitch', 'lol', 'think', 'much', 'better', 'everycunt', 'naaa']",0
12039,"['jax', 'hoe']","['jax', 'hoe', '!']",1
12040,"['jay', 'z', 'takeover', 'u', 'know', 'live', 'home', 'home', 'concert', 'yankee', 'stadium', 'via']","['jay', 'z', 'takeover', 'u', 'know', 'LIVE', 'home', 'home', 'concert', 'yankee', 'stadium', 'via']",2
12041,"['jayz', 'got', 'baddest', 'eva', 'prof', 'men', 'really', 'need', 'look', 'good', 'pull', 'hoe', 'want', 'security']","['jayz', 'got', 'baddest', 'EVA', 'prof', 'men', 'really', 'need', 'look', 'good', 'pull', 'hoe', 'want', 'security']",1
12042,"['jazz', 'jumbo', 'dick', 'corporation', 'making', 'bitch', 'tap', 'since']","['jazz', 'jumbo', 'dick', 'corporation', 'making', 'bitch', 'tap', 'since']",1
12043,"['jealous', 'as', 'bitch', 'tryna', 'turn', 'lick', 'live', 'see', 'shit']","['jealous', 'as', 'bitch', 'tryna', 'turn', 'lick', 'live', 'see', 'shit']",1
12044,"['jealous', 'bitch', 'smh']","['jealous', 'bitch', 'smh']",1
12045,"['jealous', 'nigga', 'usually', 'send', 'hate', 'threw', 'bitch']","['jealous', 'nigga', 'usually', 'send', 'hate', 'threw', 'bitch']",1
12046,"['jealousy', 'bitch']","['jealousy', 'bitch']",1
12047,"['jealousy', 'make', 'bitch', 'anything', 'thirst', 'make', 'nigga', 'anything']","['jealousy', 'make', 'bitch', 'ANYTHING', 'thirst', 'make', 'nigga', 'ANYTHING']",1
12048,"['jean', 'skirt', 'as', 'hoe']","['jean', 'skirt', 'as', 'hoe']",1
12049,"['jenna', 'came', 'one', 'pair', 'shoe', 'took', 'two', 'pair', 'four', 'shirt', 'case', 'retarded', 'as', 'going', 'work', 'lol']","['jenna', 'came', 'one', 'pair', 'shoe', 'took', 'two', 'pair', 'four', 'shirt', 'case', 'retarded', 'as', 'going', 'work', 'lol']",1
12050,"['jenna', 'played', 'weeknd', 'mac', 'looked', 'u', 'like', 'theeese', 'bitch']","['jenna', 'played', 'weeknd', 'mac', 'looked', 'u', 'like', 'theeese', 'bitch']",1
12051,"['jenna', 'stay', 'pimpin', 'hoe']","['jenna', 'stay', 'pimpin', 'hoe']",1
12052,"['jennifer', 'lawrence', 'nude', 'sooo', 'trash', 'im', 'still', 'smashin', 'though', 'doubt']","['jennifer', 'lawrence', 'nude', 'sooo', 'trash', 'im', 'still', 'smashin', 'though', 'doubt']",0
12053,"['jessie', 'andrew', 'best', 'girl', 'girl', 'scene', 'porn', 'love', 'way', 'make', 'bitch', 'cum']","['jessie', 'andrew', 'best', 'girl', 'girl', 'scene', 'porn', 'LOVE', 'way', 'make', 'bitch', 'cum']",1
12054,"['jet', 'lag', 'bitch']","['jet', 'lag', 'bitch']",1
12055,"['jeter', 'almost', 'broke', 'yankee', 'stadium']","['jeter', 'almost', 'broke', 'yankee', 'stadium']",2
12056,"['jet', 'trash']","['jet', 'trash']",2
12057,"['jhene', 'aiko', 'aint', 'shit', 'spiteful', 'side', 'hoe', 'aint', 'even', 'fine']","['jhene', 'aiko', 'aint', 'shit', 'spiteful', 'side', 'hoe', 'aint', 'even', 'fine']",1
12058,"['jihadi', 'john', 'beheader', 'journalist', 'foley', 'sotloff', 'arab', 'charity', 'collector', 'via']","['jihadi', 'john', 'beheader', 'journalist', 'foley', 'sotloff', 'arab', 'charity', 'collector', 'via']",2
12059,"['jihadi', 'john', 'struck', 'prayer', 'victim', 'family', 'head', 'time', 'meet', 'allah']","['jihadi', 'john', 'struck', 'prayer', 'victim', 'family', 'head', 'time', 'meet', 'allah']",2
12060,"['jihadi', 'pop', 'music', 'debate', 'yo', 'bro', 'hear', 'latest', 'abu', 'yasser', 'hit', 'bro', 'totally', 'abu', 'hajar', 'fan']","['jihadi', 'pop', 'music', 'debate', 'yo', 'bro', 'hear', 'latest', 'abu', 'yasser', 'hit', 'bro', 'totally', 'abu', 'hajar', 'fan']",2
12061,"['jihadi', 'propaganda', 'ploy', 'u', 'gulf', 'country', 'publish', 'pic', 'pilot', 'deflect', 'sunni', 'anger', 'iran']","['jihadi', 'propaganda', 'ploy', 'US', 'gulf', 'country', 'publish', 'pic', 'pilot', 'deflect', 'sunni', 'anger', 'iran']",2
12062,"['jihadi', 'rehab', 'need', 'account', 'unpleasant', 'fact', 'worst', 'behavior', 'attract', 'participant']","['jihadi', 'rehab', 'need', 'account', 'unpleasant', 'fact', 'worst', 'behavior', 'attract', 'participant']",2
12063,"['jihadi', 'stream', 'british', 'fighter', 'identified', 'abu', 'abdurahman', 'al', 'britani', 'killed', 'action']","['jihadi', 'stream', 'british', 'fighter', 'identified', 'abu', 'abdurahman', 'al', 'britani', 'killed', 'action']",2
12064,"['jihadis', 'turn', 'washington', 'national', 'cathedral', 'mosque', 'friday', 'prayer']","['jihadis', 'turn', 'washington', 'national', 'cathedral', 'mosque', 'friday', 'prayer']",2
12065,"['jihadis', 'running', 'claim', 'king', 'arabia', 'died', 'two', 'day', 'ago', 'must', 'bomb', 'falling', 'em', 'r', 'making', 'em', 'hallucinate']","['jihadis', 'running', 'claim', 'king', 'arabia', 'died', 'two', 'day', 'ago', 'must', 'bomb', 'falling', 'em', 'r', 'making', 'em', 'hallucinate']",2
12066,"['jihadis', 'betting', 'public', 'protest', 'britain', 'force', 'uk', 'gov', 'antiisis', 'coalition']","['jihadis', 'betting', 'public', 'protest', 'britain', 'force', 'UK', 'gov', 'antiisis', 'coalition']",2
12067,"['jihadis', 'circulating', 'video', 'killing', 'boko', 'haram', 'nigerian', 'pilot', 'captured', 'helicopter', 'shoot']","['jihadis', 'circulating', 'video', 'killing', 'boko', 'haram', 'nigerian', 'pilot', 'captured', 'helicopter', 'shoot']",2
12068,"['jihadis', 'claim', 'shot', 'army', 'mi', 'attack', 'helicopter', 'beji', 'identify', 'pilot', 'name', 'rank']","['jihadis', 'claim', 'shot', 'army', 'mi', 'attack', 'helicopter', 'beji', 'identify', 'pilot', 'name', 'rank']",2
12069,"['jihadis', 'identify', 'man', 'one', 'carried', 'massive', 'suicide', 'bombing', 'speicher', 'camp']","['jihadis', 'identify', 'man', 'one', 'carried', 'massive', 'suicide', 'bombing', 'speicher', 'camp']",2
12070,"['jihadis', 'keep', 'prattling', 'shot', 'today', 'think', 'apache', 'helicopter', 'maybe', 'mi']","['jihadis', 'keep', 'prattling', 'shot', 'today', 'think', 'apache', 'helicopter', 'maybe', 'mi']",2
12071,"['jihadis', 'seem', 'upset', 'location', 'jedah', 'conference', 'purpose']","['jihadis', 'seem', 'upset', 'location', 'jedah', 'conference', 'purpose']",2
12072,"['jihadis', 'specifically', 'asking', 'international', 'school', 'targeted']","['jihadis', 'specifically', 'asking', 'international', 'school', 'targeted']",2
12073,"['jihadis', 'taunting', 'america', 'spreading', 'paranoia', 'tent', 'appeared', 'video', 'daesh', 'training', 'camp', 'near', 'mosul']","['jihadis', 'taunting', 'america', 'spreading', 'paranoia', 'tent', 'appeared', 'video', 'daesh', 'training', 'camp', 'near', 'mosul']",2
12074,"['jindal', 'seemed', 'outofbody', 'experience', 'enhanced', 'special', 'brownie', 'bj', 'em']","['jindal', 'seemed', 'outofbody', 'experience', 'enhanced', 'special', 'brownie', 'bj', 'em']",2
12075,"['jk', 'going', 'pussy', 'want', 'love', 'life', 'seein', 'scared', 'shit']","['jk', 'going', 'pussy', 'want', 'love', 'life', 'seein', 'scared', 'shit']",1
12076,"['joba', 'chamberlain', 'look', 'like', 'homeless', 'guy', 'contest']","['joba', 'chamberlain', 'look', 'like', 'homeless', 'guy', 'contest']",2
